municipio,uf,setor,risco,ano,valor,classe
Afonso Cláudio,ES,Desastres geo-hídricos,Deslizamento de terra,2015,0.55,Médio
Afonso Cláudio,ES,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.47,Médio
Afonso Cláudio,ES,Saúde,Risco de malária,2020,0.38,Baixo
Afonso Cláudio,ES,Segurança Energetica,Acesso,2019,0.37,Baixo
Afonso Cláudio,ES,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Afonso Cunha,MA,Saúde,Risco de leishmaniose,2020,0.74,Alto
Afonso Cunha,MA,Saúde,Risco de malária,2020,0.71,Alto
Afonso Cunha,MA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.52,Médio
Afonso Cunha,MA,Segurança Energetica,Acesso,2019,0.51,Médio
Afonso Cunha,MA,Desastres geo-hídricos,Deslizamento de terra,2015,0.47,Médio
Afonso Cunha,MA,Segurança Alimentar,Risco de impacto para chuva,2015,0.46,Médio
Afonso Cunha,MA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Afonso Cunha,MA,Segurança Alimentar,Risco de impacto para seca,2015,0.3,Baixo
Afonso Cunha,MA,Impactos para Recursos Hídricos,Seca,2015,0.29,Baixo
Afrânio,PE,Saúde,Risco de leishmaniose,2020,0.8,Muito alto
Afrânio,PE,Segurança Alimentar,Risco de impacto para seca,2015,0.74,Alto
Afrânio,PE,Impactos para Recursos Hídricos,Seca,2015,0.67,Alto
Afrânio,PE,Saúde,Risco de malária,2020,0.62,Alto
Afrânio,PE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.53,Médio
Afrânio,PE,Segurança Alimentar,Risco de impacto para chuva,2015,0.47,Médio
Afrânio,PE,Desastres geo-hídricos,Deslizamento de terra,2015,0.37,Baixo
Afrânio,PE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Afrânio,PE,Segurança Energetica,Acesso,2019,0.31,Baixo
Afuá,PA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,1,Muito alto
Afuá,PA,Desastres geo-hídricos,Deslizamento de terra,2015,1,Muito alto
Afuá,PA,Saúde,Risco de malária,2020,0.99,Muito alto
Afuá,PA,Saúde,Risco de leishmaniose,2020,0.9,Muito alto
Afuá,PA,Segurança Energetica,Acesso,2019,0.51,Médio
Afuá,PA,Impactos para Recursos Hídricos,Seca,2015,0.41,Médio
Afuá,PA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Afuá,PA,Segurança Alimentar,Risco de impacto para chuva,2015,0.35,Baixo
Afuá,PA,Segurança Alimentar,Risco de impacto para seca,2015,0.25,Baixo
Agrestina,PE,Saúde,Risco de leishmaniose,2020,0.74,Alto
Agrestina,PE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.58,Médio
Agrestina,PE,Impactos para Recursos Hídricos,Seca,2015,0.57,Médio
Agrestina,PE,Segurança Alimentar,Risco de impacto para chuva,2015,0.56,Médio
Agrestina,PE,Segurança Energetica,Acesso,2019,0.5,Médio
Agrestina,PE,Desastres geo-hídricos,Deslizamento de terra,2015,0.44,Médio
Agrestina,PE,Saúde,Risco de malária,2020,0.41,Médio
Agrestina,PE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Agrestina,PE,Segurança Alimentar,Risco de impacto para seca,2015,0.24,Baixo
Agricolândia,PI,Saúde,Risco de malária,2020,0.71,Alto
Agricolândia,PI,Saúde,Risco de leishmaniose,2020,0.6,Alto
Agricolândia,PI,Segurança Alimentar,Risco de impacto para chuva,2015,0.5,Médio
Agricolândia,PI,Segurança Energetica,Acesso,2019,0.46,Médio
Agricolândia,PI,Segurança Alimentar,Risco de impacto para seca,2015,0.46,Médio
Agricolândia,PI,Impactos para Recursos Hídricos,Seca,2015,0.4,Médio
Agricolândia,PI,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Agricolândia,PI,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.3,Baixo
Agricolândia,PI,Desastres geo-hídricos,Deslizamento de terra,2015,0.25,Baixo
Agrolândia,SC,Segurança Energetica,Acesso,2019,0.51,Médio
Agrolândia,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Agrolândia,SC,Saúde,Risco de malária,2020,0.28,Baixo
Agrolândia,SC,Saúde,Risco de leishmaniose,2020,0.27,Baixo
Agrolândia,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0.22,Baixo
Agrolândia,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.16,Muito baixo
Agrolândia,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.13,Muito baixo
Agrolândia,SC,Segurança Alimentar,Risco de impacto para seca,2015,0.08,Muito baixo
Agrolândia,SC,Impactos para Recursos Hídricos,Seca,2015,0.04,Muito baixo
Agronômica,SC,Segurança Energetica,Acesso,2019,0.48,Médio
Agronômica,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Agronômica,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0.35,Baixo
Agronômica,SC,Saúde,Risco de malária,2020,0.3,Baixo
Agronômica,SC,Segurança Alimentar,Risco de impacto para seca,2015,0.17,Muito baixo
Agronômica,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.11,Muito baixo
Agronômica,SC,Saúde,Risco de leishmaniose,2020,0.05,Muito baixo
Agronômica,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.05,Muito baixo
Agronômica,SC,Impactos para Recursos Hídricos,Seca,2015,0.01,Muito baixo
Água Azul do Norte,PA,Saúde,Risco de malária,2020,0.82,Muito alto
Água Azul do Norte,PA,Saúde,Risco de leishmaniose,2020,0.69,Alto
Água Azul do Norte,PA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.62,Alto
Água Azul do Norte,PA,Impactos para Recursos Hídricos,Seca,2015,0.51,Médio
Água Azul do Norte,PA,Segurança Energetica,Acesso,2019,0.49,Médio
Água Azul do Norte,PA,Desastres geo-hídricos,Deslizamento de terra,2015,0.46,Médio
Água Azul do Norte,PA,Segurança Alimentar,Risco de impacto para seca,2015,0.39,Baixo
Água Azul do Norte,PA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Água Azul do Norte,PA,Segurança Alimentar,Risco de impacto para chuva,2015,0.16,Muito baixo
Água Boa,MG,Saúde,Risco de leishmaniose,2020,0.77,Alto
Água Boa,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.69,Alto
Água Boa,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.65,Alto
Água Boa,MG,Impactos para Recursos Hídricos,Seca,2015,0.49,Médio
Água Boa,MG,Saúde,Risco de malária,2020,0.37,Baixo
Água Boa,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Água Boa,MG,Segurança Energetica,Acesso,2019,0.3,Baixo
Água Boa,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.28,Baixo
Água Boa,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.07,Muito baixo
Água Boa,MT,Saúde,Risco de malária,2020,0.68,Alto
Água Boa,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.61,Alto
Água Boa,MT,Saúde,Risco de leishmaniose,2020,0.49,Médio
Água Boa,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.43,Médio
Água Boa,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.41,Médio
Água Boa,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Água Boa,MT,Impactos para Recursos Hídricos,Seca,2015,0.29,Baixo
Água Boa,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.29,Baixo
Água Boa,MT,Segurança Energetica,Acesso,2019,0.26,Baixo
Água Branca,AL,Saúde,Risco de leishmaniose,2020,0.87,Muito alto
Água Branca,AL,Saúde,Risco de malária,2020,0.57,Médio
Água Branca,AL,Segurança Alimentar,Risco de impacto para seca,2015,0.45,Médio
Água Branca,AL,Segurança Energetica,Acesso,2019,0.44,Médio
Água Branca,AL,Segurança Alimentar,Risco de impacto para chuva,2015,0.44,Médio
Água Branca,AL,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.4,Médio
Água Branca,AL,Desastres geo-hídricos,Deslizamento de terra,2015,0.39,Baixo
Água Branca,AL,Impactos para Recursos Hídricos,Seca,2015,0.38,Baixo
Água Branca,AL,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Água Branca,PB,Saúde,Risco de leishmaniose,2020,0.79,Alto
Água Branca,PB,Saúde,Risco de malária,2020,0.74,Alto
Água Branca,PB,Impactos para Recursos Hídricos,Seca,2015,0.61,Alto
Água Branca,PB,Segurança Alimentar,Risco de impacto para seca,2015,0.54,Médio
Água Branca,PB,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.51,Médio
Água Branca,PB,Desastres geo-hídricos,Deslizamento de terra,2015,0.4,Médio
Água Branca,PB,Segurança Alimentar,Risco de impacto para chuva,2015,0.39,Baixo
Água Branca,PB,Segurança Energetica,Acesso,2019,0.38,Baixo
Água Branca,PB,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Água Branca,PI,Saúde,Risco de malária,2020,0.77,Alto
Água Branca,PI,Segurança Alimentar,Risco de impacto para seca,2015,0.68,Alto
Água Branca,PI,Impactos para Recursos Hídricos,Seca,2015,0.61,Alto
Água Branca,PI,Segurança Energetica,Acesso,2019,0.56,Médio
Água Branca,PI,Saúde,Risco de leishmaniose,2020,0.56,Médio
Água Branca,PI,Segurança Alimentar,Risco de impacto para chuva,2015,0.53,Médio
Água Branca,PI,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.51,Médio
Água Branca,PI,Desastres geo-hídricos,Deslizamento de terra,2015,0.41,Médio
Água Branca,PI,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Água Clara,MS,Desastres geo-hídricos,Deslizamento de terra,2015,0.54,Médio
Água Clara,MS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.53,Médio
Água Clara,MS,Segurança Alimentar,Risco de impacto para seca,2015,0.49,Médio
Água Clara,MS,Saúde,Risco de malária,2020,0.4,Médio
Água Clara,MS,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Água Clara,MS,Segurança Alimentar,Risco de impacto para chuva,2015,0.35,Baixo
Água Clara,MS,Saúde,Risco de leishmaniose,2020,0.22,Baixo
Água Clara,MS,Impactos para Recursos Hídricos,Seca,2015,0.18,Muito baixo
Água Clara,MS,Segurança Energetica,Acesso,2019,0,Muito baixo
Água Comprida,MG,Saúde,Risco de malária,2020,0.68,Alto
Água Comprida,MG,Saúde,Risco de leishmaniose,2020,0.56,Médio
Água Comprida,MG,Impactos para Recursos Hídricos,Seca,2015,0.4,Médio
Água Comprida,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Água Comprida,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.26,Baixo
Água Comprida,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.2,Baixo
Água Comprida,MG,Segurança Energetica,Acesso,2019,0.13,Muito baixo
Água Comprida,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.02,Muito baixo
Água Comprida,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0,Muito baixo
Água Doce do Maranhão,MA,Saúde,Risco de malária,2020,0.69,Alto
Água Doce do Maranhão,MA,Saúde,Risco de leishmaniose,2020,0.68,Alto
Água Doce do Maranhão,MA,Segurança Alimentar,Risco de impacto para seca,2015,0.61,Alto
Água Doce do Maranhão,MA,Segurança Energetica,Acesso,2019,0.54,Médio
Água Doce do Maranhão,MA,Impactos para Recursos Hídricos,Seca,2015,0.42,Médio
Água Doce do Maranhão,MA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Água Doce do Maranhão,MA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.34,Baixo
Água Doce do Maranhão,MA,Segurança Alimentar,Risco de impacto para chuva,2015,0.29,Baixo
Água Doce do Maranhão,MA,Desastres geo-hídricos,Deslizamento de terra,2015,0.29,Baixo
Água Doce do Norte,ES,Segurança Alimentar,Risco de impacto para seca,2015,0.59,Médio
Água Doce do Norte,ES,Impactos para Recursos Hídricos,Seca,2015,0.56,Médio
Água Doce do Norte,ES,Saúde,Risco de leishmaniose,2020,0.56,Médio
Água Doce do Norte,ES,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.5,Médio
Água Doce do Norte,ES,Desastres geo-hídricos,Deslizamento de terra,2015,0.47,Médio
Água Doce do Norte,ES,Segurança Alimentar,Risco de impacto para chuva,2015,0.36,Baixo
Água Doce do Norte,ES,Saúde,Risco de malária,2020,0.36,Baixo
Água Doce do Norte,ES,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Água Doce do Norte,ES,Segurança Energetica,Acesso,2019,0.34,Baixo
Água Doce,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.4,Médio
Água Doce,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Água Doce,SC,Segurança Energetica,Acesso,2019,0.38,Baixo
Água Doce,SC,Saúde,Risco de malária,2020,0.28,Baixo
Água Doce,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.26,Baixo
Água Doce,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0.1,Muito baixo
Água Doce,SC,Saúde,Risco de leishmaniose,2020,0.05,Muito baixo
Água Doce,SC,Impactos para Recursos Hídricos,Seca,2015,0,Muito baixo
Água Doce,SC,Segurança Alimentar,Risco de impacto para seca,2015,0,Muito baixo
Água Fria de Goiás,GO,Saúde,Risco de leishmaniose,2020,0.75,Alto
Água Fria de Goiás,GO,Saúde,Risco de malária,2020,0.74,Alto
Água Fria de Goiás,GO,Impactos para Recursos Hídricos,Seca,2015,0.51,Médio
Água Fria de Goiás,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.37,Baixo
Água Fria de Goiás,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Água Fria de Goiás,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.35,Baixo
Água Fria de Goiás,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.31,Baixo
Água Fria de Goiás,GO,Segurança Energetica,Acesso,2019,0.3,Baixo
Água Fria de Goiás,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.09,Muito baixo
Água Fria,BA,Saúde,Risco de leishmaniose,2020,0.74,Alto
Água Fria,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.6,Alto
Água Fria,BA,Saúde,Risco de malária,2020,0.55,Médio
Água Fria,BA,Segurança Energetica,Acesso,2019,0.36,Baixo
Água Fria,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.35,Baixo
Água Fria,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.35,Baixo
Água Fria,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Água Fria,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.29,Baixo
Água Fria,BA,Impactos para Recursos Hídricos,Seca,2015,0.16,Muito baixo
Água Limpa,GO,Impactos para Recursos Hídricos,Seca,2015,0.53,Médio
Água Limpa,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.52,Médio
Água Limpa,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.41,Médio
Água Limpa,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Água Limpa,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.35,Baixo
Água Limpa,GO,Segurança Energetica,Acesso,2019,0.33,Baixo
Água Limpa,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.33,Baixo
Água Limpa,GO,Saúde,Risco de malária,2020,0.33,Baixo
Água Limpa,GO,Saúde,Risco de leishmaniose,2020,0.02,Muito baixo
Água Nova,RN,Saúde,Risco de leishmaniose,2020,0.76,Alto
Água Nova,RN,Saúde,Risco de malária,2020,0.7,Alto
Água Nova,RN,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.66,Alto
Água Nova,RN,Desastres geo-hídricos,Deslizamento de terra,2015,0.65,Alto
Água Nova,RN,Segurança Alimentar,Risco de impacto para seca,2015,0.62,Alto
Água Nova,RN,Impactos para Recursos Hídricos,Seca,2015,0.59,Médio
Água Nova,RN,Segurança Alimentar,Risco de impacto para chuva,2015,0.55,Médio
Água Nova,RN,Segurança Energetica,Acesso,2019,0.43,Médio
Água Nova,RN,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Água Preta,PE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,1,Muito alto
Água Preta,PE,Desastres geo-hídricos,Deslizamento de terra,2015,1,Muito alto
Água Preta,PE,Saúde,Risco de leishmaniose,2020,0.87,Muito alto
Água Preta,PE,Segurança Alimentar,Risco de impacto para chuva,2015,0.66,Alto
Água Preta,PE,Saúde,Risco de malária,2020,0.46,Médio
Água Preta,PE,Segurança Energetica,Acesso,2019,0.43,Médio
Água Preta,PE,Segurança Alimentar,Risco de impacto para seca,2015,0.42,Médio
Água Preta,PE,Impactos para Recursos Hídricos,Seca,2015,0.4,Médio
Água Preta,PE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Água Santa,RS,Saúde,Risco de leishmaniose,2020,0.53,Médio
Água Santa,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Água Santa,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.37,Baixo
Água Santa,RS,Impactos para Recursos Hídricos,Seca,2015,0.33,Baixo
Água Santa,RS,Segurança Energetica,Acesso,2019,0.31,Baixo
Água Santa,RS,Saúde,Risco de malária,2020,0.27,Baixo
Água Santa,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.18,Muito baixo
Água Santa,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.12,Muito baixo
Água Santa,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0,Muito baixo
Aguaí,SP,Saúde,Risco de leishmaniose,2020,0.76,Alto
Aguaí,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.74,Alto
Aguaí,SP,Impactos para Recursos Hídricos,Seca,2015,0.66,Alto
Aguaí,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.57,Médio
Aguaí,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.49,Médio
Aguaí,SP,Segurança Energetica,Acesso,2019,0.42,Médio
Aguaí,SP,Saúde,Risco de malária,2020,0.38,Baixo
Aguaí,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Aguaí,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.3,Baixo
Aguanil,MG,Saúde,Risco de malária,2020,0.67,Alto
Aguanil,MG,Saúde,Risco de leishmaniose,2020,0.65,Alto
Aguanil,MG,Impactos para Recursos Hídricos,Seca,2015,0.64,Alto
Aguanil,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.45,Médio
Aguanil,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.39,Baixo
Aguanil,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Aguanil,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.3,Baixo
Aguanil,MG,Segurança Energetica,Acesso,2019,0.29,Baixo
Aguanil,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.15,Muito baixo
Águas Belas,PE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.76,Alto
Águas Belas,PE,Saúde,Risco de leishmaniose,2020,0.75,Alto
Águas Belas,PE,Desastres geo-hídricos,Deslizamento de terra,2015,0.66,Alto
Águas Belas,PE,Saúde,Risco de malária,2020,0.47,Médio
Águas Belas,PE,Impactos para Recursos Hídricos,Seca,2015,0.44,Médio
Águas Belas,PE,Segurança Alimentar,Risco de impacto para chuva,2015,0.42,Médio
Águas Belas,PE,Segurança Energetica,Acesso,2019,0.39,Baixo
Águas Belas,PE,Segurança Alimentar,Risco de impacto para seca,2015,0.35,Baixo
Águas Belas,PE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Águas da Prata,SP,Saúde,Risco de leishmaniose,2020,0.81,Muito alto
Águas da Prata,SP,Impactos para Recursos Hídricos,Seca,2015,0.48,Médio
Águas da Prata,SP,Segurança Energetica,Acesso,2019,0.4,Médio
Águas da Prata,SP,Saúde,Risco de malária,2020,0.36,Baixo
Águas da Prata,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Águas da Prata,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.35,Baixo
Águas da Prata,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.34,Baixo
Águas da Prata,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.33,Baixo
Águas da Prata,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.31,Baixo
Águas de Chapecó,SC,Saúde,Risco de malária,2020,0.61,Alto
Águas de Chapecó,SC,Saúde,Risco de leishmaniose,2020,0.59,Médio
Águas de Chapecó,SC,Segurança Energetica,Acesso,2019,0.52,Médio
Águas de Chapecó,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.44,Médio
Águas de Chapecó,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Águas de Chapecó,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.35,Baixo
Águas de Chapecó,SC,Segurança Alimentar,Risco de impacto para seca,2015,0.23,Baixo
Águas de Chapecó,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0.22,Baixo
Águas de Chapecó,SC,Impactos para Recursos Hídricos,Seca,2015,0.21,Baixo
Águas de Lindóia,SP,Impactos para Recursos Hídricos,Seca,2015,0.63,Alto
Águas de Lindóia,SP,Segurança Energetica,Acesso,2019,0.51,Médio
Águas de Lindóia,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.5,Médio
Águas de Lindóia,SP,Saúde,Risco de leishmaniose,2020,0.48,Médio
Águas de Lindóia,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.4,Médio
Águas de Lindóia,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.38,Baixo
Águas de Lindóia,SP,Saúde,Risco de malária,2020,0.38,Baixo
Águas de Lindóia,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.38,Baixo
Águas de Lindóia,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
