municipio,uf,setor,risco,ano,valor,classe
Nova Friburgo,RJ,Desastres geo-hídricos,Deslizamento de terra,2015,0.52,Médio
Nova Friburgo,RJ,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.47,Médio
Nova Friburgo,RJ,Saúde,Risco de malária,2020,0.45,Médio
Nova Friburgo,RJ,Segurança Energetica,Acesso,2019,0.44,Médio
Nova Friburgo,RJ,Segurança Alimentar,Risco de impacto para chuva,2015,0.4,Médio
Nova Friburgo,RJ,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Glória,GO,Saúde,Risco de leishmaniose,2020,0.83,Muito alto
Nova Glória,GO,Saúde,Risco de malária,2020,0.8,Muito alto
Nova Glória,GO,Impactos para Recursos Hídricos,Seca,2015,0.7,Alto
Nova Glória,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.55,Médio
Nova Glória,GO,Segurança Energetica,Acesso,2019,0.39,Baixo
Nova Glória,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.38,Baixo
Nova Glória,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.37,Baixo
Nova Glória,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Glória,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.27,Baixo
Nova Granada,SP,Saúde,Risco de malária,2020,0.85,Muito alto
Nova Granada,SP,Saúde,Risco de leishmaniose,2020,0.83,Muito alto
Nova Granada,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.52,Médio
Nova Granada,SP,Impactos para Recursos Hídricos,Seca,2015,0.48,Médio
Nova Granada,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.43,Médio
Nova Granada,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.41,Médio
Nova Granada,SP,Segurança Energetica,Acesso,2019,0.36,Baixo
Nova Granada,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Granada,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.24,Baixo
Nova Guarita,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.66,Alto
Nova Guarita,MT,Impactos para Recursos Hídricos,Seca,2015,0.63,Alto
Nova Guarita,MT,Saúde,Risco de leishmaniose,2020,0.54,Médio
Nova Guarita,MT,Saúde,Risco de malária,2020,0.5,Médio
Nova Guarita,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.36,Baixo
Nova Guarita,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Guarita,MT,Segurança Energetica,Acesso,2019,0.31,Baixo
Nova Guarita,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.26,Baixo
Nova Guarita,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.21,Baixo
Nova Guataporanga,SP,Saúde,Risco de leishmaniose,2020,0.76,Alto
Nova Guataporanga,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.71,Alto
Nova Guataporanga,SP,Impactos para Recursos Hídricos,Seca,2015,0.53,Médio
Nova Guataporanga,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.5,Médio
Nova Guataporanga,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.46,Médio
Nova Guataporanga,SP,Segurança Energetica,Acesso,2019,0.45,Médio
Nova Guataporanga,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.44,Médio
Nova Guataporanga,SP,Saúde,Risco de malária,2020,0.42,Médio
Nova Guataporanga,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Hartz,RS,Saúde,Risco de leishmaniose,2020,0.86,Muito alto
Nova Hartz,RS,Segurança Energetica,Acesso,2019,0.56,Médio
Nova Hartz,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.52,Médio
Nova Hartz,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.52,Médio
Nova Hartz,RS,Impactos para Recursos Hídricos,Seca,2015,0.47,Médio
Nova Hartz,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.43,Médio
Nova Hartz,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Hartz,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.38,Baixo
Nova Hartz,RS,Saúde,Risco de malária,2020,0.36,Baixo
Nova Ibiá,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.99,Muito alto
Nova Ibiá,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.95,Muito alto
Nova Ibiá,BA,Saúde,Risco de leishmaniose,2020,0.56,Médio
Nova Ibiá,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.5,Médio
Nova Ibiá,BA,Saúde,Risco de malária,2020,0.4,Médio
Nova Ibiá,BA,Impactos para Recursos Hídricos,Seca,2015,0.38,Baixo
Nova Ibiá,BA,Segurança Energetica,Acesso,2019,0.36,Baixo
Nova Ibiá,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Nova Ibiá,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.13,Muito baixo
Nova Iguaçu de Goiás,GO,Saúde,Risco de leishmaniose,2020,0.66,Alto
Nova Iguaçu de Goiás,GO,Saúde,Risco de malária,2020,0.64,Alto
Nova Iguaçu de Goiás,GO,Impactos para Recursos Hídricos,Seca,2015,0.58,Médio
Nova Iguaçu de Goiás,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.38,Baixo
Nova Iguaçu de Goiás,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Iguaçu de Goiás,GO,Segurança Energetica,Acesso,2019,0.35,Baixo
Nova Iguaçu de Goiás,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.28,Baixo
Nova Iguaçu de Goiás,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.25,Baixo
Nova Iguaçu de Goiás,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.14,Muito baixo
Nova Iguaçu,RJ,Desastres geo-hídricos,Deslizamento de terra,2015,0.88,Muito alto
Nova Iguaçu,RJ,Saúde,Risco de leishmaniose,2020,0.87,Muito alto
Nova Iguaçu,RJ,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.72,Alto
Nova Iguaçu,RJ,Impactos para Recursos Hídricos,Seca,2015,0.66,Alto
Nova Iguaçu,RJ,Segurança Alimentar,Risco de impacto para seca,2015,0.62,Alto
Nova Iguaçu,RJ,Segurança Alimentar,Risco de impacto para chuva,2015,0.52,Médio
Nova Iguaçu,RJ,Segurança Energetica,Acesso,2019,0.5,Médio
Nova Iguaçu,RJ,Saúde,Risco de malária,2020,0.4,Médio
Nova Iguaçu,RJ,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Independência,SP,Impactos para Recursos Hídricos,Seca,2015,0.58,Médio
Nova Independência,SP,Saúde,Risco de leishmaniose,2020,0.57,Médio
Nova Independência,SP,Saúde,Risco de malária,2020,0.39,Baixo
Nova Independência,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Independência,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.33,Baixo
Nova Independência,SP,Segurança Energetica,Acesso,2019,0.28,Baixo
Nova Independência,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.27,Baixo
Nova Independência,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.21,Baixo
Nova Independência,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.13,Muito baixo
Nova Iorque,MA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.54,Médio
Nova Iorque,MA,Segurança Energetica,Acesso,2019,0.48,Médio
Nova Iorque,MA,Desastres geo-hídricos,Deslizamento de terra,2015,0.47,Médio
Nova Iorque,MA,Saúde,Risco de leishmaniose,2020,0.46,Médio
Nova Iorque,MA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Iorque,MA,Saúde,Risco de malária,2020,0.35,Baixo
Nova Iorque,MA,Impactos para Recursos Hídricos,Seca,2015,0.34,Baixo
Nova Iorque,MA,Segurança Alimentar,Risco de impacto para seca,2015,0.32,Baixo
Nova Iorque,MA,Segurança Alimentar,Risco de impacto para chuva,2015,0.16,Muito baixo
Nova Ipixuna,PA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.88,Muito alto
Nova Ipixuna,PA,Saúde,Risco de malária,2020,0.86,Muito alto
Nova Ipixuna,PA,Desastres geo-hídricos,Deslizamento de terra,2015,0.55,Médio
Nova Ipixuna,PA,Segurança Energetica,Acesso,2019,0.52,Médio
Nova Ipixuna,PA,Saúde,Risco de leishmaniose,2020,0.52,Médio
Nova Ipixuna,PA,Segurança Alimentar,Risco de impacto para chuva,2015,0.38,Baixo
Nova Ipixuna,PA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Ipixuna,PA,Segurança Alimentar,Risco de impacto para seca,2015,0.32,Baixo
Nova Ipixuna,PA,Impactos para Recursos Hídricos,Seca,2015,0.15,Muito baixo
Nova Itaberaba,SC,Saúde,Risco de malária,2020,0.5,Médio
Nova Itaberaba,SC,Segurança Energetica,Acesso,2019,0.47,Médio
Nova Itaberaba,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Itaberaba,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.28,Baixo
Nova Itaberaba,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.28,Baixo
Nova Itaberaba,SC,Segurança Alimentar,Risco de impacto para seca,2015,0.22,Baixo
Nova Itaberaba,SC,Impactos para Recursos Hídricos,Seca,2015,0.15,Muito baixo
Nova Itaberaba,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0.11,Muito baixo
Nova Itaberaba,SC,Saúde,Risco de leishmaniose,2020,0.08,Muito baixo
Nova Itarana,BA,Saúde,Risco de leishmaniose,2020,0.78,Alto
Nova Itarana,BA,Saúde,Risco de malária,2020,0.63,Alto
Nova Itarana,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.58,Médio
Nova Itarana,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.41,Médio
Nova Itarana,BA,Impactos para Recursos Hídricos,Seca,2015,0.37,Baixo
Nova Itarana,BA,Segurança Energetica,Acesso,2019,0.35,Baixo
Nova Itarana,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.32,Baixo
Nova Itarana,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Nova Itarana,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.26,Baixo
Nova Lacerda,MT,Saúde,Risco de malária,2020,0.81,Muito alto
Nova Lacerda,MT,Saúde,Risco de leishmaniose,2020,0.64,Alto
Nova Lacerda,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.49,Médio
Nova Lacerda,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Lacerda,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.31,Baixo
Nova Lacerda,MT,Segurança Energetica,Acesso,2019,0.3,Baixo
Nova Lacerda,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.23,Baixo
Nova Lacerda,MT,Impactos para Recursos Hídricos,Seca,2015,0,Muito baixo
Nova Lacerda,MT,Segurança Alimentar,Risco de impacto para seca,2015,0,Muito baixo
Nova Laranjeiras,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Laranjeiras,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.38,Baixo
Nova Laranjeiras,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.38,Baixo
Nova Laranjeiras,PR,Segurança Energetica,Acesso,2019,0.36,Baixo
Nova Laranjeiras,PR,Saúde,Risco de malária,2020,0.34,Baixo
Nova Laranjeiras,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.31,Baixo
Nova Laranjeiras,PR,Saúde,Risco de leishmaniose,2020,0.22,Baixo
Nova Laranjeiras,PR,Impactos para Recursos Hídricos,Seca,2015,0.17,Muito baixo
Nova Laranjeiras,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.15,Muito baixo
Nova Lima,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.84,Muito alto
Nova Lima,MG,Saúde,Risco de leishmaniose,2020,0.82,Muito alto
Nova Lima,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.75,Alto
Nova Lima,MG,Impactos para Recursos Hídricos,Seca,2015,0.62,Alto
Nova Lima,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.6,Alto
Nova Lima,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.59,Médio
Nova Lima,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Lima,MG,Segurança Energetica,Acesso,2019,0.32,Baixo
Nova Lima,MG,Saúde,Risco de malária,2020,0.32,Baixo
Nova Londrina,PR,Impactos para Recursos Hídricos,Seca,2015,0.48,Médio
Nova Londrina,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.43,Médio
Nova Londrina,PR,Segurança Energetica,Acesso,2019,0.4,Médio
Nova Londrina,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Londrina,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.38,Baixo
Nova Londrina,PR,Saúde,Risco de malária,2020,0.37,Baixo
Nova Londrina,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.33,Baixo
Nova Londrina,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.18,Muito baixo
Nova Londrina,PR,Saúde,Risco de leishmaniose,2020,0.17,Muito baixo
Nova Luzitânia,SP,Saúde,Risco de leishmaniose,2020,0.76,Alto
Nova Luzitânia,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.49,Médio
Nova Luzitânia,SP,Impactos para Recursos Hídricos,Seca,2015,0.47,Médio
Nova Luzitânia,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.43,Médio
Nova Luzitânia,SP,Segurança Energetica,Acesso,2019,0.41,Médio
Nova Luzitânia,SP,Saúde,Risco de malária,2020,0.4,Médio
Nova Luzitânia,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Luzitânia,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.32,Baixo
Nova Luzitânia,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.28,Baixo
Nova Mamoré,RO,Saúde,Risco de malária,2020,0.83,Muito alto
Nova Mamoré,RO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.51,Médio
Nova Mamoré,RO,Segurança Energetica,Acesso,2019,0.41,Médio
Nova Mamoré,RO,Desastres geo-hídricos,Deslizamento de terra,2015,0.37,Baixo
Nova Mamoré,RO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Mamoré,RO,Impactos para Recursos Hídricos,Seca,2015,0.27,Baixo
Nova Mamoré,RO,Segurança Alimentar,Risco de impacto para seca,2015,0.24,Baixo
Nova Mamoré,RO,Saúde,Risco de leishmaniose,2020,0.21,Baixo
Nova Mamoré,RO,Segurança Alimentar,Risco de impacto para chuva,2015,0.01,Muito baixo
Nova Marilândia,MT,Saúde,Risco de leishmaniose,2020,0.64,Alto
Nova Marilândia,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.42,Médio
Nova Marilândia,MT,Saúde,Risco de malária,2020,0.39,Baixo
Nova Marilândia,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.36,Baixo
Nova Marilândia,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Marilândia,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.35,Baixo
Nova Marilândia,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.29,Baixo
Nova Marilândia,MT,Segurança Energetica,Acesso,2019,0.23,Baixo
Nova Marilândia,MT,Impactos para Recursos Hídricos,Seca,2015,0.21,Baixo
Nova Maringá,MT,Saúde,Risco de malária,2020,0.84,Muito alto
Nova Maringá,MT,Saúde,Risco de leishmaniose,2020,0.74,Alto
Nova Maringá,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.36,Baixo
Nova Maringá,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Maringá,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.29,Baixo
Nova Maringá,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.24,Baixo
Nova Maringá,MT,Segurança Energetica,Acesso,2019,0.22,Baixo
Nova Maringá,MT,Impactos para Recursos Hídricos,Seca,2015,0.14,Muito baixo
Nova Maringá,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.02,Muito baixo
Nova Módica,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.66,Alto
Nova Módica,MG,Impactos para Recursos Hídricos,Seca,2015,0.64,Alto
Nova Módica,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.62,Alto
Nova Módica,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.55,Médio
Nova Módica,MG,Saúde,Risco de malária,2020,0.36,Baixo
Nova Módica,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Módica,MG,Segurança Energetica,Acesso,2019,0.29,Baixo
Nova Módica,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.23,Baixo
Nova Módica,MG,Saúde,Risco de leishmaniose,2020,0.07,Muito baixo
Nova Monte Verde,MT,Saúde,Risco de malária,2020,0.71,Alto
Nova Monte Verde,MT,Saúde,Risco de leishmaniose,2020,0.64,Alto
Nova Monte Verde,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.48,Médio
Nova Monte Verde,MT,Impactos para Recursos Hídricos,Seca,2015,0.47,Médio
Nova Monte Verde,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Monte Verde,MT,Segurança Energetica,Acesso,2019,0.3,Baixo
Nova Monte Verde,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.29,Baixo
Nova Monte Verde,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.26,Baixo
Nova Monte Verde,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.22,Baixo
Nova Mutum,MT,Saúde,Risco de leishmaniose,2020,0.67,Alto
Nova Mutum,MT,Saúde,Risco de malária,2020,0.66,Alto
Nova Mutum,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.36,Baixo
Nova Mutum,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Mutum,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.23,Baixo
Nova Mutum,MT,Segurança Energetica,Acesso,2019,0.2,Baixo
Nova Mutum,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.2,Baixo
Nova Mutum,MT,Impactos para Recursos Hídricos,Seca,2015,0.18,Muito baixo
Nova Mutum,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0,Muito baixo
Nova Nazaré,MT,Saúde,Risco de leishmaniose,2020,0.65,Alto
Nova Nazaré,MT,Saúde,Risco de malária,2020,0.6,Alto
Nova Nazaré,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.42,Médio
Nova Nazaré,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.4,Médio
Nova Nazaré,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Nazaré,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.32,Baixo
Nova Nazaré,MT,Segurança Energetica,Acesso,2019,0.31,Baixo
Nova Nazaré,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.22,Baixo
Nova Nazaré,MT,Impactos para Recursos Hídricos,Seca,2015,0.21,Baixo
Nova Odessa,SP,Saúde,Risco de leishmaniose,2020,0.85,Muito alto
Nova Odessa,SP,Impactos para Recursos Hídricos,Seca,2015,0.65,Alto
Nova Odessa,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.49,Médio
Nova Odessa,SP,Segurança Energetica,Acesso,2019,0.4,Médio
Nova Odessa,SP,Saúde,Risco de malária,2020,0.38,Baixo
Nova Odessa,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Odessa,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.34,Baixo
Nova Odessa,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.31,Baixo
Nova Odessa,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0,Muito baixo
Nova Olímpia,MT,Saúde,Risco de malária,2020,0.91,Muito alto
Nova Olímpia,MT,Saúde,Risco de leishmaniose,2020,0.86,Muito alto
Nova Olímpia,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.6,Alto
Nova Olímpia,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.56,Médio
Nova Olímpia,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.44,Médio
Nova Olímpia,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.43,Médio
Nova Olímpia,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Olímpia,MT,Segurança Energetica,Acesso,2019,0.32,Baixo
Nova Olímpia,MT,Impactos para Recursos Hídricos,Seca,2015,0.26,Baixo
Nova Olímpia,PR,Impactos para Recursos Hídricos,Seca,2015,0.45,Médio
Nova Olímpia,PR,Segurança Energetica,Acesso,2019,0.43,Médio
Nova Olímpia,PR,Saúde,Risco de leishmaniose,2020,0.43,Médio
Nova Olímpia,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Olímpia,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.35,Baixo
Nova Olímpia,PR,Saúde,Risco de malária,2020,0.34,Baixo
Nova Olímpia,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.27,Baixo
Nova Olímpia,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.19,Muito baixo
Nova Olímpia,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.17,Muito baixo
Nova Olinda do Maranhão,MA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.95,Muito alto
Nova Olinda do Maranhão,MA,Desastres geo-hídricos,Deslizamento de terra,2015,0.74,Alto
Nova Olinda do Maranhão,MA,Segurança Energetica,Acesso,2019,0.49,Médio
Nova Olinda do Maranhão,MA,Segurança Alimentar,Risco de impacto para chuva,2015,0.41,Médio
Nova Olinda do Maranhão,MA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Olinda do Maranhão,MA,Saúde,Risco de leishmaniose,2020,0.16,Muito baixo
Nova Olinda do Maranhão,MA,Saúde,Risco de malária,2020,0.03,Muito baixo
Nova Olinda do Maranhão,MA,Impactos para Recursos Hídricos,Seca,2015,0,Muito baixo
Nova Olinda do Maranhão,MA,Segurança Alimentar,Risco de impacto para seca,2015,0,Muito baixo
Nova Olinda do Norte,AM,Saúde,Risco de malária,2020,0.9,Muito alto
Nova Olinda do Norte,AM,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.83,Muito alto
Nova Olinda do Norte,AM,Desastres geo-hídricos,Deslizamento de terra,2015,0.81,Muito alto
Nova Olinda do Norte,AM,Segurança Energetica,Acesso,2019,0.48,Médio
Nova Olinda do Norte,AM,Segurança Alimentar,Risco de impacto para seca,2015,0.37,Baixo
Nova Olinda do Norte,AM,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Olinda do Norte,AM,Impactos para Recursos Hídricos,Seca,2015,0.29,Baixo
Nova Olinda do Norte,AM,Segurança Alimentar,Risco de impacto para chuva,2015,0.2,Baixo
Nova Olinda do Norte,AM,Saúde,Risco de leishmaniose,2020,0.13,Muito baixo
Nova Olinda,CE,Saúde,Risco de leishmaniose,2020,0.87,Muito alto
Nova Olinda,CE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.72,Alto
Nova Olinda,CE,Saúde,Risco de malária,2020,0.67,Alto
Nova Olinda,CE,Desastres geo-hídricos,Deslizamento de terra,2015,0.63,Alto
Nova Olinda,CE,Segurança Alimentar,Risco de impacto para seca,2015,0.59,Médio
Nova Olinda,CE,Segurança Alimentar,Risco de impacto para chuva,2015,0.5,Médio
Nova Olinda,CE,Impactos para Recursos Hídricos,Seca,2015,0.46,Médio
Nova Olinda,CE,Segurança Energetica,Acesso,2019,0.37,Baixo
Nova Olinda,CE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Nova Olinda,PB,Saúde,Risco de leishmaniose,2020,0.74,Alto
Nova Olinda,PB,Saúde,Risco de malária,2020,0.71,Alto
Nova Olinda,PB,Impactos para Recursos Hídricos,Seca,2015,0.6,Alto
Nova Olinda,PB,Segurança Alimentar,Risco de impacto para seca,2015,0.6,Alto
Nova Olinda,PB,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.49,Médio
Nova Olinda,PB,Segurança Alimentar,Risco de impacto para chuva,2015,0.47,Médio
Nova Olinda,PB,Segurança Energetica,Acesso,2019,0.43,Médio
Nova Olinda,PB,Desastres geo-hídricos,Deslizamento de terra,2015,0.43,Médio
Nova Olinda,PB,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Nova Olinda,TO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.51,Médio
Nova Olinda,TO,Segurança Alimentar,Risco de impacto para chuva,2015,0.38,Baixo
Nova Olinda,TO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Olinda,TO,Segurança Energetica,Acesso,2019,0.35,Baixo
Nova Olinda,TO,Desastres geo-hídricos,Deslizamento de terra,2015,0.35,Baixo
Nova Olinda,TO,Impactos para Recursos Hídricos,Seca,2015,0.2,Baixo
Nova Olinda,TO,Segurança Alimentar,Risco de impacto para seca,2015,0.19,Muito baixo
Nova Olinda,TO,Saúde,Risco de leishmaniose,2020,0.07,Muito baixo
Nova Olinda,TO,Saúde,Risco de malária,2020,0,Muito baixo
Nova Pádua,RS,Saúde,Risco de leishmaniose,2020,0.46,Médio
Nova Pádua,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Pádua,RS,Segurança Energetica,Acesso,2019,0.38,Baixo
Nova Pádua,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.35,Baixo
Nova Pádua,RS,Saúde,Risco de malária,2020,0.27,Baixo
Nova Pádua,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.17,Muito baixo
Nova Pádua,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.13,Muito baixo
Nova Pádua,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.1,Muito baixo
Nova Pádua,RS,Impactos para Recursos Hídricos,Seca,2015,0.08,Muito baixo
Nova Palma,RS,Saúde,Risco de leishmaniose,2020,0.63,Alto
Nova Palma,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Palma,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.37,Baixo
Nova Palma,RS,Segurança Energetica,Acesso,2019,0.36,Baixo
Nova Palma,RS,Saúde,Risco de malária,2020,0.3,Baixo
Nova Palma,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.16,Muito baixo
Nova Palma,RS,Impactos para Recursos Hídricos,Seca,2015,0.08,Muito baixo
Nova Palma,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0,Muito baixo
